"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1982","1982","IDX","Index","0","Units","2015_100","2015=100",39.56713,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1983","1983","IDX","Index","0","Units","2015_100","2015=100",41.12202,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1984","1984","IDX","Index","0","Units","2015_100","2015=100",43.15508,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1985","1985","IDX","Index","0","Units","2015_100","2015=100",45.04365,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1986","1986","IDX","Index","0","Units","2015_100","2015=100",46.86342,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1987","1987","IDX","Index","0","Units","2015_100","2015=100",48.79327,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1988","1988","IDX","Index","0","Units","2015_100","2015=100",50.94673,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1989","1989","IDX","Index","0","Units","2015_100","2015=100",53.24122,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1990","1990","IDX","Index","0","Units","2015_100","2015=100",55.91756,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1991","1991","IDX","Index","0","Units","2015_100","2015=100",58.6627,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1992","1992","IDX","Index","0","Units","2015_100","2015=100",60.80927,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1993","1993","IDX","Index","0","Units","2015_100","2015=100",62.81824,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1994","1994","IDX","Index","0","Units","2015_100","2015=100",64.6105,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1995","1995","IDX","Index","0","Units","2015_100","2015=100",66.54379,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1996","1996","IDX","Index","0","Units","2015_100","2015=100",68.34292,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1997","1997","IDX","Index","0","Units","2015_100","2015=100",69.97349,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1998","1998","IDX","Index","0","Units","2015_100","2015=100",71.5731,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","1999","1999","IDX","Index","0","Units","2015_100","2015=100",73.05919,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2000","2000","IDX","Index","0","Units","2015_100","2015=100",74.83768,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2001","2001","IDX","Index","0","Units","2015_100","2015=100",76.83633,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2002","2002","IDX","Index","0","Units","2015_100","2015=100",78.61826,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2003","2003","IDX","Index","0","Units","2015_100","2015=100",79.76379,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2004","2004","IDX","Index","0","Units","2015_100","2015=100",81.16732,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2005","2005","IDX","Index","0","Units","2015_100","2015=100",82.92861,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2006","2006","IDX","Index","0","Units","2015_100","2015=100",85.00294,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2007","2007","IDX","Index","0","Units","2015_100","2015=100",86.98952,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2008","2008","IDX","Index","0","Units","2015_100","2015=100",88.98849,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2009","2009","IDX","Index","0","Units","2015_100","2015=100",90.50079,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",91.36829,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",92.8837,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",94.84354,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",96.5157,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",98.20441,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",102.2109,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",104.0962,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",106.3236,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",108.6541,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",110.5043,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",114.4516,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","IXOBSA","Index, s.a","A","Annual","2022","2022","IDX","Index","0","Units","2015_100","2015=100",121.4908,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2010","2010","IDX","Index","0","Units","2015_100","2015=100",89.94379,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",92.43082,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",92.82051,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",94.71152,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",97.25536,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",102.6302,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",104.7896,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",107.3189,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",110.496,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",112.159,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2021","2021","IDX","Index","0","Units","2015_100","2015=100",117.816,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2022","2022","IDX","Index","0","Units","2015_100","2015=100",127.4956,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,2.765083,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,0.4216049,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.037282,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,2.685882,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,2.822092,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,2.63021,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.104085,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.413655,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,2.960448,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,1.504988,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2021","2021","PC","Percentage","0","Units",,,5.043777,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2022","2022","PC","Percentage","0","Units",,,8.215855,,
"USA","United States","CPGRSE01","CPI: Services","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,1.718252,,
"USA","United States","CPGRSE01","CPI: Services","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.111512,,
"USA","United States","CPGRSE01","CPI: Services","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.415601,,
"USA","United States","CPGRSE01","CPI: Services","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,2.589164,,
"USA","United States","CPGRSE01","CPI: Services","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,2.300327,,
"USA","United States","CPGRSE01","CPI: Services","GP","Percentage change from previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,2.832059,,
"USA","United States","CPGRSE01","CPI: Services","GP","Percentage change from previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.71165,,
"USA","United States","CPGRSE01","CPI: Services","GP","Percentage change from previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.768484,,
"USA","United States","CPGRSE01","CPI: Services","GP","Percentage change from previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,2.684467,,
